Age,Gender,Weight (kg),Height (cm),Waist (cm),Hip (cm),Neck (cm),Body Fat Percentage
57,Female,52.0,176.0,117.5,139.4,37.5,58.98600290330148
59,Female,109.7,153.2,103.7,119.7,42.7,50.65410944471262
55,Male,57.5,158.9,80.5,133.7,43.2,11.421948427267296
60,Male,72.5,194.3,68.1,87.1,37.9,-1.535148819039648
53,Male,85.9,194.8,71.7,123.4,33.0,6.898651384772336
19,Female,95.5,160.1,72.2,85.2,37.5,19.06510092130833
23,Female,116.7,165.1,96.9,85.7,43.9,27.75326998355996
30,Male,71.5,191.5,114.2,131.5,39.2,31.78625593251894
46,Female,56.0,160.2,112.1,101.6,41.6,44.79828100943217
61,Female,82.1,194.0,64.2,99.0,30.3,17.83051015026615
31,Male,74.2,191.2,102.5,91.0,39.5,25.154428657594906
47,Male,92.0,190.4,70.1,109.1,39.0,0.011690707467437278
42,Female,114.6,194.6,78.6,92.2,37.1,18.10302092105269
57,Female,95.0,194.3,92.6,112.3,40.2,32.6391003292166
52,Female,90.5,195.9,110.5,119.6,43.0,41.55278857485865
54,Male,67.2,194.0,74.2,119.3,43.9,-1.381673132193896
24,Female,68.5,180.3,112.4,101.9,33.9,42.7373405130229
55,Male,80.5,157.9,104.1,122.2,37.6,33.189752027007955
35,Male,112.4,180.5,100.5,96.0,34.5,28.70177452147317
25,Male,90.6,197.1,68.0,128.5,36.3,-0.29014020776094185
24,Female,84.6,198.4,88.5,80.0,37.5,15.918721238184219
51,Male,88.0,186.4,76.5,138.0,41.8,4.348751309789918
53,Male,108.4,184.7,95.3,106.0,43.7,18.757573018377343
58,Male,97.5,196.9,100.4,100.0,38.8,23.412256510383145
27,Female,114.9,164.6,63.9,117.5,44.9,26.768763294100268
57,Male,90.7,157.5,98.7,132.7,38.5,29.410500379493612
46,Female,63.7,164.5,89.9,101.2,42.1,32.992543108459756
33,Female,51.3,197.4,110.3,84.2,32.1,30.924219704788868
42,Female,72.2,160.6,107.6,101.2,30.1,47.5243959035588
46,Male,54.4,161.2,84.8,80.3,30.4,24.833745266007725
25,Male,78.5,159.6,118.6,91.1,43.4,37.69689238438184
37,Female,63.2,174.2,95.2,83.1,31.1,29.554884022474198
53,Male,78.3,189.8,117.8,103.3,39.2,33.89759733404475
44,Female,77.9,169.1,103.2,83.6,38.6,31.364843989006488
30,Female,69.3,155.0,84.5,139.0,41.7,50.55361030575136
43,Female,95.7,187.0,74.0,126.9,34.7,35.0291048783817
59,Female,80.3,180.5,87.9,105.2,35.3,32.90511564293416
42,Male,112.5,174.0,116.2,127.4,35.3,37.819322814428006
45,Male,55.3,198.2,67.8,105.0,32.5,3.225581901469809
26,Male,78.7,173.5,87.6,118.8,33.1,22.664807436325418
43,Male,104.3,186.6,80.8,129.3,33.0,15.659869135932638
29,Female,84.6,157.9,112.0,121.1,32.2,57.43346267056785
43,Female,117.6,170.8,108.2,85.1,41.6,32.57954818672334
64,Male,62.2,160.6,93.1,82.6,39.1,24.669309119302966
39,Female,72.1,167.4,84.9,114.2,38.5,37.61709387960758
18,Male,58.1,174.0,101.1,91.8,40.1,26.82720027571048
29,Female,67.3,158.7,117.2,139.0,35.2,64.82785913459122
41,Female,97.1,190.2,66.1,81.0,41.0,3.955974452641385
47,Male,84.1,168.8,113.9,124.9,34.1,38.253511647720245
31,Female,61.3,194.8,77.7,82.5,42.3,9.748137486351538
40,Female,83.2,183.7,60.3,116.7,39.2,22.627998920940627
19,Male,109.3,158.8,104.5,105.2,42.3,30.41365127193086
20,Male,80.8,182.1,107.3,118.0,30.8,34.151419082937764
23,Male,50.9,151.2,78.3,125.7,42.6,11.29372457021259
36,Female,53.8,190.4,106.7,82.0,31.5,30.232771706143296
38,Female,80.7,198.7,107.9,111.3,40.0,37.71678226893437
62,Female,91.5,183.9,100.5,136.5,33.4,50.96246007517328
37,Male,112.1,196.3,62.3,93.1,30.7,-0.28555099523384797
38,Female,118.7,164.7,100.0,84.6,33.9,33.751556022270904
57,Male,118.6,171.2,115.9,126.3,36.0,37.847428772848275
21,Female,89.1,171.2,97.2,124.5,32.2,48.92152233716757
42,Female,52.5,155.6,82.0,103.4,31.5,37.87549872284268
24,Female,64.9,189.8,93.8,129.8,44.9,39.633720367265596
24,Male,80.4,174.8,119.6,112.6,31.2,41.226152840197756
50,Female,111.6,174.5,88.4,108.5,32.9,37.23213133882564
43,Female,51.5,183.4,110.5,129.3,33.8,52.00030876141369
34,Male,85.7,158.5,68.3,85.9,34.8,7.696065471547058
25,Female,95.7,190.5,63.4,93.4,32.0,14.401584067044212
43,Female,70.2,168.3,83.4,106.6,42.6,31.192783939923004
32,Female,72.1,154.0,68.3,85.1,43.9,14.633609761374544
37,Male,77.2,159.5,79.8,139.8,38.2,15.232447443667638
36,Female,69.2,162.6,102.9,98.8,38.5,40.144104728247385
24,Female,80.6,158.9,86.7,136.9,44.9,48.035675396107536
62,Male,61.1,162.1,79.3,108.5,43.3,9.589444604787957
18,Male,64.0,199.8,113.5,135.5,36.1,31.674510821964247
56,Female,52.6,176.9,60.6,106.4,41.4,17.949028267125755
54,Male,78.8,180.1,108.8,128.9,34.0,33.621360674548214
35,Female,99.5,158.3,97.3,125.1,30.8,53.58841861883673
25,Male,85.4,152.2,62.8,136.8,30.3,7.7856775849266455
32,Female,87.1,165.5,62.0,118.2,38.1,29.349095502801163
23,Male,81.5,188.5,70.3,93.6,37.5,2.100677663786257
54,Male,90.9,177.9,118.6,112.5,32.3,39.684758394960284
39,Female,66.1,150.5,65.1,88.8,42.8,16.565704924007036
28,Male,64.5,189.4,104.3,100.1,38.7,26.979199520892905
43,Male,115.9,155.2,84.1,127.4,35.7,21.60541262189645
25,Male,81.5,172.0,74.2,80.8,37.6,8.478522404308876
26,Male,107.9,200.0,94.5,117.3,31.5,23.780780419247947
30,Female,114.2,156.1,82.1,121.6,43.5,40.67617335407664
20,Female,93.0,190.8,78.6,134.0,34.4,39.18356405817576
20,Female,70.9,190.0,74.4,125.4,32.6,34.736708083687574
24,Female,97.6,172.3,87.5,104.2,36.4,33.865580443677686
20,Male,80.2,199.4,70.2,125.9,34.2,3.7331132257418176
28,Male,118.1,165.4,111.1,117.5,34.6,37.228339781056036
63,Female,106.8,165.8,95.5,115.2,42.4,41.51042523428191
45,Male,107.0,157.6,63.8,84.4,38.2,-1.3883918030059021
59,Male,91.2,168.5,87.4,112.4,44.0,15.15589297827222
48,Male,50.6,164.8,97.8,132.0,44.3,23.532473967424494
26,Male,108.2,180.2,111.7,106.2,44.9,29.216128310451154
44,Female,51.8,152.0,61.4,122.2,32.0,37.85512531703006
29,Male,58.6,165.5,87.4,134.2,43.5,16.099736567120544
25,Female,108.7,150.2,102.4,112.1,34.4,51.36023839439241
61,Male,65.3,150.3,71.8,85.3,39.4,8.034716564033602
58,Female,108.9,191.0,73.3,83.3,43.2,8.03577101191786
39,Female,66.5,187.5,89.4,127.9,31.4,43.133625563731755
35,Female,103.9,187.2,113.1,82.0,32.3,33.491884940244745
47,Female,88.0,167.7,83.9,139.9,41.0,47.17281383796035
28,Female,97.0,185.0,89.1,87.7,35.2,24.19390282378987
19,Male,108.7,162.8,98.1,126.5,39.8,27.155935949862737
46,Male,118.9,165.5,78.6,132.1,31.7,18.51584173485071
43,Male,56.0,178.1,112.0,98.4,44.6,29.925926461637516
31,Female,98.0,185.0,117.7,112.5,37.5,46.47206121879174
45,Male,117.1,163.3,99.0,137.1,43.1,25.465319938779146
52,Female,76.2,184.0,98.3,137.3,40.1,47.82679675315535
23,Female,73.4,198.1,100.4,135.8,44.3,42.913052991126335
53,Female,97.6,174.7,71.6,96.5,38.6,20.551185155372593
29,Female,78.1,170.4,103.9,83.6,34.6,33.24988379978873
51,Female,65.0,161.6,80.8,86.2,39.2,23.011818703361655
23,Female,61.3,167.8,119.6,88.5,45.0,38.637144063909545
54,Female,63.5,176.4,105.1,120.3,42.2,44.924892637799076
54,Male,99.3,197.2,95.0,128.1,36.8,21.246152347521786
25,Female,114.3,163.0,114.7,83.0,42.2,36.49119424836647
54,Female,106.4,161.6,118.2,133.4,40.5,60.20845769516393
57,Male,81.4,198.0,109.1,124.8,44.1,25.265507209031284
50,Male,87.0,180.3,105.4,111.8,35.5,30.94870427777562
58,Male,93.4,186.8,63.6,139.4,30.6,2.560213349616788
63,Male,90.6,191.5,102.4,95.9,31.3,29.720497908240247
48,Female,117.8,154.1,80.1,93.1,41.5,27.175317161988517
51,Male,112.1,174.2,115.8,100.1,40.4,34.99443363523807
28,Male,53.0,157.0,96.7,111.6,41.0,26.538216284301143
53,Female,108.5,181.2,82.2,103.2,40.0,26.943438488011793
21,Male,58.0,197.7,80.3,129.8,36.9,10.513577253731569
34,Male,98.3,152.8,93.3,133.7,31.0,31.684496355566523
33,Female,70.0,163.7,89.5,138.0,42.5,49.2466084562455
47,Female,104.1,200.0,83.5,129.1,32.7,37.700815683601434
56,Male,50.6,150.3,72.5,116.5,44.8,2.5967059184481514
61,Female,76.8,157.0,107.8,116.8,33.1,53.95350813211604
22,Female,51.5,154.0,86.0,91.2,31.3,34.474232911206
57,Female,116.7,188.2,65.9,95.8,35.6,15.598994031816687
54,Male,51.1,187.5,65.1,139.8,34.9,-0.5614517508203676
60,Male,60.9,188.9,74.3,95.7,44.6,-1.328338780491606
43,Female,87.7,188.7,93.1,108.0,35.9,34.181755401378155
45,Female,95.2,191.8,68.9,103.1,30.7,22.479826040221894
36,Female,101.0,188.6,72.9,121.3,44.8,27.07393267008547
38,Male,67.3,174.2,90.1,100.1,41.8,18.071912715225153
45,Male,71.1,187.3,73.1,121.0,45.0,-2.956071564876879
36,Male,66.8,179.9,111.5,137.6,34.8,34.64070555475337
53,Male,67.1,168.3,95.4,95.1,31.8,29.456942303701226
28,Male,104.7,191.8,65.1,102.2,36.0,-2.4291762201581264
36,Male,116.4,189.4,68.4,100.5,32.1,5.462040732584342
22,Female,91.7,158.7,71.7,98.0,32.2,28.896610902250643
19,Male,61.0,151.2,97.8,96.2,43.5,26.729916452594352
42,Male,54.6,165.8,66.3,117.8,44.9,-8.688205134202747
43,Male,66.7,170.2,62.6,112.9,44.9,-15.462140474246041
47,Female,62.4,158.7,103.7,110.5,36.6,47.62622909749848
34,Female,90.5,192.8,88.7,128.0,33.6,40.69794050570357
38,Female,98.9,151.7,110.9,88.8,32.6,45.16977547733143
37,Female,50.3,174.2,107.6,90.2,35.7,36.46296664467792
35,Female,80.8,152.8,76.4,110.8,39.0,35.96228907439354
64,Female,93.6,176.8,71.5,101.2,41.2,21.080954470588154
33,Female,63.5,173.2,91.0,90.4,37.7,28.11631857529693
45,Female,113.1,189.0,64.8,121.4,42.6,24.229815978708586
29,Male,88.4,184.5,98.0,109.8,43.8,20.605077472694347
57,Male,74.2,192.2,60.7,92.1,43.3,-19.084594144617824
23,Male,51.3,177.2,108.2,95.9,35.5,33.0221931055932
41,Male,83.9,191.1,113.4,123.4,44.3,28.688949440605086
60,Female,73.5,186.0,119.8,99.6,43.8,39.28563278055276
23,Male,117.9,189.0,80.6,92.3,36.2,12.626037229658607
34,Male,76.5,180.0,93.7,137.9,36.3,23.490601951833582
59,Male,114.5,186.0,111.8,85.3,31.2,35.530035390242006
36,Male,98.0,170.1,87.7,88.8,44.1,15.045131139297325
64,Male,55.2,154.2,79.8,123.0,31.3,21.877363055297508
45,Female,115.3,170.8,62.9,105.5,37.4,22.310138692584644
46,Male,61.8,158.7,83.6,125.2,40.8,16.413233489332015
24,Female,81.4,181.5,64.7,113.2,43.2,21.591202176816466
36,Female,114.6,163.2,81.8,82.4,38.6,21.396776501498266
25,Female,108.0,197.9,80.6,121.0,40.2,30.372667295719225
25,Male,84.1,163.6,98.8,128.3,40.7,26.873804483110348
22,Female,64.5,154.9,82.0,113.2,30.2,43.23260773889973
60,Male,85.6,194.0,83.1,98.5,44.1,7.285286141824372
51,Male,88.3,170.7,77.2,80.9,35.4,13.421437359457968
38,Male,119.8,167.8,96.5,134.4,32.7,29.670589488674068
21,Female,107.7,194.3,83.4,122.4,37.1,34.36189886507742
61,Male,110.3,182.7,116.9,82.7,41.0,33.738289020097
53,Male,119.0,176.6,113.5,130.4,42.4,32.261675736304994
22,Female,86.6,166.4,74.2,83.2,40.8,15.559102193734816
40,Female,91.0,164.6,84.2,122.7,36.0,42.99255355411702
36,Male,81.8,179.0,98.1,121.6,40.2,23.98594005789829
59,Female,58.8,175.1,61.0,135.0,36.5,35.05544788802729
63,Female,86.8,163.8,73.6,89.9,44.8,17.4165165964244
32,Female,90.8,159.2,77.1,114.0,44.9,33.11477802664808
31,Male,66.6,190.9,84.1,112.7,33.7,16.915635768860625
25,Female,104.8,184.4,113.4,82.1,37.2,32.16624698546258
26,Male,58.7,199.7,65.8,118.3,38.6,-5.7644505205840915
57,Male,85.1,175.8,63.9,95.2,39.5,-5.941406884726689
28,Male,96.4,199.7,99.9,99.9,36.5,24.064430168847707
61,Male,53.8,173.0,81.9,94.5,37.9,14.879989162844993
63,Male,106.3,176.7,70.7,83.4,38.3,3.476844276046677
35,Female,71.3,160.5,102.1,90.0,35.8,37.57588557574718
49,Male,100.2,157.5,74.6,92.4,34.8,14.003634148040305
61,Male,57.6,197.0,93.9,114.6,39.5,18.77996559617867
53,Male,93.4,199.1,84.5,88.1,36.6,13.836300926888498
62,Female,89.0,177.4,81.7,135.2,44.6,40.089571791611945
38,Male,60.5,163.6,103.3,93.9,35.6,32.76624641608896
44,Female,93.7,197.6,96.8,119.1,32.9,39.51230548637608
59,Female,98.4,189.8,90.8,89.5,36.4,24.18977320377155
38,Female,84.9,159.0,67.7,127.7,39.9,37.63406432574749
28,Male,90.5,164.9,95.1,84.3,36.6,26.890879579664215
61,Male,112.1,150.2,101.6,124.3,34.3,35.248603710895736
51,Male,98.8,179.1,108.9,103.6,37.4,32.03682931360913
22,Female,113.4,176.3,78.0,107.9,36.7,29.97406526524992
45,Male,88.7,158.2,75.9,102.0,44.2,5.821135093675707
27,Male,62.2,167.0,104.9,104.1,30.3,35.92263873193406
29,Female,67.2,197.0,88.0,80.3,35.9,16.927670761873458
58,Male,62.3,182.4,84.4,81.6,35.1,17.457589744666734
20,Female,73.5,193.1,69.6,127.6,33.4,32.52694584190317
18,Male,83.4,191.9,86.0,92.8,38.2,14.837787726304668
54,Male,67.9,196.0,103.6,116.4,39.2,25.225878988990985
57,Female,83.3,152.1,87.0,119.2,30.2,48.98122043355221
18,Female,75.5,163.1,112.4,121.9,40.1,53.169681080836654
30,Male,88.9,170.8,60.3,115.8,35.7,-4.897997221590856
55,Male,80.0,182.0,70.8,117.7,43.8,-3.513188956771785
32,Male,80.4,180.4,96.9,114.9,41.2,22.297994224162096
24,Female,84.3,162.3,100.3,135.7,37.7,55.04249218309786
47,Male,119.2,159.6,76.5,119.9,44.3,6.117321798729847
41,Male,89.0,171.9,116.5,101.2,40.3,35.835352701052386
25,Female,100.6,162.5,79.8,101.4,42.1,28.659352249405913
20,Male,79.2,198.3,84.7,84.8,44.3,7.898827333725933
32,Male,72.8,198.3,118.6,139.5,43.4,30.79345664310273
53,Male,114.2,155.7,88.8,133.4,31.1,28.14047144639403
58,Female,102.0,185.3,96.8,82.6,33.2,26.340646368006844
60,Male,90.8,161.4,92.4,131.7,39.4,23.814129901554224
31,Female,73.6,185.9,70.7,88.3,32.4,16.38062267235017
44,Male,68.1,188.4,119.5,94.3,37.0,36.040053848270816
47,Female,67.6,152.4,63.5,120.8,37.2,35.542345103500224
58,Female,85.3,184.8,119.0,123.8,36.9,51.59148029848859
61,Female,111.2,194.8,88.1,110.3,42.3,28.71858636297071
54,Female,111.7,160.8,71.4,138.1,37.3,44.66453187137188
23,Female,102.1,155.8,70.0,109.4,43.0,29.15112541182691
36,Female,88.0,178.3,99.3,95.5,41.6,31.34591616538455
54,Male,66.4,175.9,102.6,80.5,39.6,27.721717207468373
18,Female,83.5,194.3,113.9,132.0,38.7,49.63994609735147
42,Male,98.6,172.6,74.2,103.7,33.5,12.144010551486076
27,Male,91.7,170.7,86.0,127.0,41.5,15.682329241442403
63,Female,86.0,185.7,118.3,126.4,42.1,50.11044823549042
43,Male,80.0,153.9,85.7,82.6,37.3,21.859243453684883
40,Male,102.7,152.9,87.6,129.3,33.3,26.385586928658427
34,Male,109.0,175.2,77.3,97.3,41.4,7.276827899187538
47,Female,100.6,154.5,112.3,130.5,42.0,58.48304503553072
44,Male,115.7,197.0,81.9,109.5,38.5,10.61560508898981
28,Male,104.6,182.7,98.1,115.5,40.5,23.168699921769587
21,Male,81.5,187.7,71.0,86.1,41.6,-1.4963784125386042
35,Female,93.2,161.4,96.9,102.8,34.4,41.43588554104423
36,Female,85.3,174.7,116.0,138.3,34.2,59.612626171626744
53,Male,88.2,156.7,106.6,135.6,40.6,33.1363607893212
61,Male,112.7,160.2,64.1,139.7,37.7,-0.7976431883543569
63,Female,71.1,178.4,98.0,110.6,37.7,39.22749218771969
43,Male,50.9,164.0,93.5,129.1,44.4,20.479256799228892
18,Male,98.7,195.9,80.3,107.3,42.0,6.37682378197718
37,Female,62.7,199.8,110.6,136.5,33.8,50.51485136713552
28,Male,60.8,150.2,107.5,139.2,36.1,37.5905270869456
42,Male,119.5,188.0,98.9,132.7,42.5,21.5173412971655
36,Male,68.7,155.8,104.7,117.3,31.1,37.61797827200104
49,Female,64.3,178.7,71.6,139.3,34.8,41.36199454075455
18,Female,63.4,161.4,115.2,139.0,35.1,63.262802917110434
18,Female,78.9,198.2,100.1,108.5,35.9,35.14757604359232
20,Female,78.7,193.8,88.1,98.2,33.9,27.263400162733035
63,Male,94.3,179.8,71.6,91.2,39.6,2.5661187160740724
57,Female,57.3,158.8,101.0,120.6,35.9,51.01060352219719
49,Female,94.5,189.1,65.8,82.1,38.1,6.369934905649245
64,Female,81.8,176.0,79.2,125.8,34.1,39.85686155235754
53,Male,64.5,180.6,94.4,83.1,42.9,19.35588255988108
60,Male,104.5,185.9,98.8,95.9,33.1,27.613494730167645
25,Female,83.2,170.8,61.0,109.9,43.2,20.568660180985376
47,Male,100.2,150.4,60.5,85.8,32.7,2.701806752046025
56,Female,114.4,168.2,66.7,82.2,35.6,13.207777516526619
51,Male,74.7,170.7,106.1,108.8,41.7,29.496508390282543
25,Female,112.9,168.3,94.0,133.2,37.4,49.8688298998224
42,Male,64.0,191.6,96.5,104.5,33.6,25.03044882686953
43,Female,65.5,166.6,96.2,92.0,40.0,32.03496152835129
44,Male,96.5,170.8,62.2,104.5,31.9,2.1214713372106644
36,Male,57.2,153.1,70.3,123.4,33.2,12.305606618301852
40,Female,81.8,185.8,103.7,82.5,33.9,29.086273803718484
58,Female,65.0,160.8,98.7,81.8,38.8,30.43619486527956
33,Male,90.0,161.8,86.7,107.8,38.3,20.35268669780612
25,Male,106.5,179.3,61.2,120.6,37.8,-7.841504234498814
47,Female,53.0,199.2,85.0,116.8,31.5,33.90948775997356
25,Female,78.9,170.5,74.9,118.3,41.7,32.56457594253891
28,Male,101.1,166.4,101.8,89.9,32.0,33.422439392250226
24,Male,74.0,151.8,109.5,112.3,44.1,33.786034225848596
38,Female,52.9,189.4,90.2,102.7,31.0,32.56610170836939
51,Female,91.4,163.1,84.2,86.6,43.2,22.503920453286753
38,Male,58.4,188.4,76.4,87.7,34.5,10.6507758947007
22,Male,75.9,164.1,65.6,118.7,40.5,-3.1488489339984653
60,Male,119.3,151.5,82.3,137.4,35.0,21.477373057789293
34,Female,77.9,174.9,100.7,86.4,40.8,28.94368871788987
38,Male,109.0,195.3,100.0,109.7,37.2,24.38594878427199
23,Female,110.2,160.5,84.8,94.9,37.9,30.569817038193605
62,Male,68.4,157.7,118.0,96.9,40.7,39.1841558718678
24,Male,91.7,159.2,116.4,93.5,32.0,42.41777530069925
28,Female,116.3,184.5,112.5,112.7,34.0,46.010284866352606
35,Female,92.4,168.4,86.1,83.4,42.6,20.748946661751802
55,Female,106.9,162.8,104.8,124.5,41.8,50.54389542123772
29,Male,82.4,166.9,115.7,116.4,44.9,33.884208654977556
39,Male,100.4,165.5,104.3,103.1,30.3,35.89239246488927
20,Female,51.5,177.2,78.9,93.1,32.1,25.24024769445913
36,Male,105.1,156.7,64.1,112.2,35.1,3.0112074882536604
60,Female,97.0,175.4,117.5,137.3,40.4,57.32879135330165
40,Male,75.1,165.6,119.5,122.5,34.7,41.31616629057851
51,Male,79.2,196.6,101.6,96.8,35.2,26.29069960026436
20,Female,72.9,171.1,78.9,124.6,33.4,40.826738698397264
40,Female,86.7,155.0,111.9,110.2,43.6,49.147988361253
22,Female,57.6,196.7,117.2,82.9,38.2,30.864508539721328
46,Male,109.1,196.9,90.4,117.1,32.4,21.164064609971376
51,Male,83.5,158.8,78.7,94.0,38.7,13.944280427031458
61,Male,53.0,190.8,84.4,104.6,32.4,18.074379375750368
22,Male,88.7,193.1,64.4,108.7,34.1,-1.2547317475091972
46,Female,115.1,167.8,93.9,128.0,40.4,46.60311080234908
62,Female,56.1,158.0,82.7,114.8,41.4,38.20686316381625
41,Male,58.6,189.9,113.1,100.4,36.5,32.872890638928595
56,Female,77.1,151.4,76.5,119.4,32.5,43.58288894520933
38,Male,101.5,181.0,60.5,91.5,33.2,-2.994955076725887
49,Female,92.3,167.1,104.2,129.4,38.1,52.499920379365165
60,Female,82.1,179.8,60.4,92.1,38.8,10.679330944270873
22,Male,119.5,189.4,92.8,113.5,43.0,16.711932999591056
35,Male,63.0,191.4,70.9,92.3,34.0,5.735923253637793
55,Female,107.5,199.9,96.6,99.5,39.2,27.93127138580593
52,Male,58.7,182.0,71.9,105.3,30.0,11.647421277838646
55,Female,62.6,161.2,90.1,102.0,37.1,36.76684234744971
33,Male,70.7,163.8,80.1,136.0,36.0,16.569667686596006
52,Female,111.1,171.8,71.0,93.4,31.8,22.890034439466035
41,Male,81.1,192.4,96.4,90.8,43.4,18.525219870105786
53,Female,77.7,168.3,64.9,111.1,31.6,29.734981923498992
22,Male,84.4,184.4,116.5,136.9,34.0,36.72849338350062
26,Female,94.2,152.3,106.7,110.2,41.0,48.87434587538314
21,Female,79.6,171.5,115.0,137.6,32.7,60.47249682546038
50,Male,117.4,158.4,62.5,91.4,31.2,5.3444326938650875
44,Female,59.5,196.9,60.1,80.6,44.5,-3.5020462405955755
39,Male,83.3,189.6,81.5,98.2,34.4,14.657627261502455
28,Male,79.1,156.9,97.0,118.3,30.9,33.155137872389446
22,Female,98.5,170.1,74.7,115.5,32.1,35.741027223490335
27,Male,117.4,154.0,93.0,94.5,33.3,29.790367334754364
20,Male,70.2,187.3,96.4,119.7,44.4,18.625086116824832
32,Male,116.9,159.6,69.1,129.8,30.2,12.79585194641595
63,Male,107.9,190.2,106.1,121.2,41.9,26.029592602793684
54,Male,106.7,153.7,116.2,123.7,41.7,38.5409701264806
57,Female,55.1,178.6,98.4,98.5,37.5,34.10909880600963
34,Male,115.8,180.4,116.9,111.8,44.0,32.563664568084675
37,Male,108.7,166.7,74.8,82.6,30.2,16.4624103354231
21,Female,97.9,158.2,62.2,101.5,37.4,23.123071592643726
51,Male,59.0,166.2,74.8,128.9,33.8,13.504865688653865
51,Male,79.4,174.8,98.9,127.4,41.4,24.449063993577738
48,Female,108.8,198.5,95.9,136.4,32.6,45.80780223665363
51,Female,80.6,172.3,76.0,138.1,43.1,40.89071074330394
20,Female,80.6,159.5,84.5,138.4,36.1,51.25193915880311
45,Male,68.9,151.3,82.1,89.4,32.0,23.66704893384366
58,Male,53.6,150.4,117.0,87.2,30.5,45.30170671925089
54,Female,85.9,170.8,78.9,132.5,40.3,41.34294179333034
46,Female,104.2,164.8,71.6,103.0,43.9,23.703958247014327
32,Female,60.2,155.8,93.9,101.4,44.5,36.333631182428746
53,Male,112.6,158.6,67.5,112.0,43.1,-3.1710648448957386
52,Female,88.9,167.5,90.5,107.1,35.8,38.133699953052144
58,Male,106.9,184.3,101.2,93.4,43.6,22.904122977791758
27,Female,96.7,180.5,116.6,130.7,39.7,53.3817074939854
34,Male,59.4,154.0,113.5,134.6,30.9,42.63489975699707
47,Female,113.5,157.2,110.5,124.9,32.6,58.40149061044485
25,Female,100.3,195.4,83.6,82.9,35.8,16.40770538542307
40,Female,52.5,153.6,113.6,87.1,34.6,44.12822315185963
36,Female,90.6,159.9,103.0,100.8,35.0,43.43528671047568
54,Male,83.6,165.9,86.5,113.4,41.0,17.33356185671522
60,Female,110.1,161.5,93.8,116.6,30.9,47.59575438220037
53,Female,58.6,164.5,86.2,86.0,39.1,25.040973976155783
21,Female,91.4,186.4,71.8,137.6,35.0,38.68250048139748
43,Male,71.7,154.8,87.1,111.8,43.2,18.07712030726293
64,Female,67.2,167.6,108.4,105.9,30.9,47.45031328452944
57,Female,51.6,180.6,76.0,91.5,44.6,15.620343104187782
44,Female,73.3,152.4,98.4,137.1,31.2,60.54963740799724
30,Male,77.7,152.2,93.2,106.8,36.5,28.17633698165656
61,Male,81.3,174.9,115.2,87.1,42.9,33.220165133374906
51,Male,101.4,195.0,104.8,116.9,34.8,28.557530643441225
50,Male,78.2,172.2,81.7,101.0,42.8,10.599398024949835
63,Male,63.7,170.3,93.7,128.5,44.4,19.500431884688567
43,Male,77.9,150.5,114.7,112.7,31.8,43.54040674195113
37,Female,54.9,186.6,73.6,86.3,37.2,14.142714780322763
25,Male,118.0,158.2,88.5,125.0,33.5,25.824115358197503
33,Female,54.6,184.9,73.3,98.3,41.5,18.43884638191622
22,Female,64.1,167.4,85.1,104.5,31.6,36.428149270542804
51,Female,80.0,152.2,63.5,126.5,41.6,36.240419921483806
64,Male,115.3,166.4,112.6,86.4,40.1,34.91152439026678
44,Male,62.5,183.0,118.7,138.7,39.5,35.358528750916435
53,Female,78.0,188.4,94.1,122.1,36.5,40.38990839461468
21,Female,119.3,181.8,93.2,91.6,37.5,27.70582721284711
59,Female,92.1,185.6,117.3,83.5,31.5,36.71290955593531
24,Male,93.0,161.8,83.6,112.7,34.0,21.261304990181202
54,Female,118.2,198.3,97.3,102.8,43.7,28.063321645395717
53,Female,85.4,161.3,110.2,81.8,36.6,36.925948717161816
41,Female,50.2,158.5,90.3,116.6,36.0,44.77861809885263
32,Male,52.2,162.5,73.3,98.5,30.7,15.546271507015263
23,Male,97.7,198.6,108.8,99.3,43.3,25.4626139721413
43,Male,64.8,153.2,76.3,89.7,41.3,10.21179261497042
43,Male,83.5,188.7,110.6,88.4,31.4,34.380679211673055
42,Male,88.6,155.3,116.7,88.7,32.3,43.23465808677429
